nome,anno,prezzo,km,motore,potenza,categoria,sorgente,tipo,rarità,colore,Set
Maruti Swift Dzire AMT VXI,2017.0,700000.0,15000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Ford Figo Aspire 1.5 TDCi Titanium,2017.0,700000.0,70000.0,1498 CC,99 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,600000.0,135000.0,1498 CC,98.59 bhp,auto,df_auto,,,,
Skoda Rapid 1.6 TDI Ambition,2012.0,290000.0,80000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Chevrolet Cruze LTZ AT,2011.0,430000.0,80000.0,1991 CC,147.9 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Magna Executive,2017.0,575000.0,19000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 VTVT E Plus,2017.0,875000.0,42000.0,1591 CC,121.3 bhp,auto,df_auto,,,,
Maruti Wagon R LXI BSIII,2010.0,180000.0,77000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Maruti Ritz VDi,2012.0,229999.0,120000.0,1248 CC,73.94 bhp,auto,df_auto,,,,
Toyota Glanza G CVT,2019.0,800000.0,10000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009.0,60000.0,110000.0,995 CC,63 bhp,auto,df_auto,,,,
Maruti SX4 Vxi BSIII,2009.0,150000.0,110000.0,1586 CC,104.68 bhp,auto,df_auto,,,,
Tata Indigo Grand Dicor,2007.0,100000.0,90000.0,1396 CC,70 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 Gamma SX Plus,2015.0,900000.0,90000.0,1591 CC,121.3 bhp,auto,df_auto,,,,
Hyundai i20 1.4 Asta Option,2018.0,850000.0,50000.0,1396 CC,88.73 bhp,auto,df_auto,,,,
Chevrolet Beat Diesel LT,2014.0,220000.0,50000.0,936 CC,56.3 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI,2014.0,250000.0,40000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Tata Indica Vista Quadrajet LS,2012.0,125000.0,120000.0,1248 CC,74 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 SX,2018.0,1200000.0,27000.0,1591 CC,121.3 bhp,auto,df_auto,,,,
Tata Indigo CR4,2013.0,250000.0,100000.0,1396 CC,70 bhp,auto,df_auto,,,,
Hyundai i20 Sportz 1.4 CRDi,2014.0,440000.0,70000.0,1396 CC,88.73 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XT,2017.0,400000.0,40000.0,1199 CC,84 bhp,auto,df_auto,,,,
Maruti 800 Std,2002.0,50000.0,62000.0,796 CC,37 bhp,auto,df_auto,,,,
Hyundai Verna VTVT 1.6 SX Option,2018.0,1000000.0,10000.0,1591 CC,121.3 bhp,auto,df_auto,,,,
Honda City i DTEC VX,2014.0,600000.0,160000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Asta,2010.0,250000.0,60000.0,1197 CC,80 bhp,auto,df_auto,,,,
Mahindra Bolero SLE,2009.0,310000.0,110000.0,2523 CC,63 bhp,auto,df_auto,,,,
Maruti Wagon R VXI,2005.0,120000.0,60000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Mahindra Xylo E4 BS III,2014.0,390000.0,78000.0,2498 CC,112 bhp,auto,df_auto,,,,
Hyundai Santro Sportz BSIV,2019.0,458000.0,30000.0,1086 CC,68 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 Diesel Titanium BSIV,2018.0,950000.0,20000.0,1498 CC,98.96 bhp,auto,df_auto,,,,
Maruti Swift Dzire VXI 1.2 BS IV,2017.0,650000.0,21000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Maruti Swift Star VDI,2013.0,400000.0,70000.0,1248 CC,74 bhp,auto,df_auto,,,,
Hyundai Grand i10 AT Asta,2015.0,400000.0,70000.0,1197 CC,82 bhp,auto,df_auto,,,,
Maruti Alto LX,2006.0,100000.0,42500.0,796 CC,46.3 bhp,auto,df_auto,,,,
Hyundai i10 Asta,2012.0,350000.0,25000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Tata Aria Prestige 4x2,2013.0,450000.0,80000.0,2197 CC,138.1 bhp,auto,df_auto,,,,
Mahindra Scorpio 2.6 DX,2006.0,350000.0,90000.0,2609 CC,116.6 bhp,auto,df_auto,,,,
Volkswagen Polo Diesel Trendline 1.2L,2010.0,250000.0,80000.0,1199 CC,73.9 bhp,auto,df_auto,,,,
Mahindra Bolero 2011-2019 ZLX,2013.0,450000.0,146000.0,2523 CC,62.1 bhp,auto,df_auto,,,,
Maruti 800 AC BSIII,2013.0,157000.0,47200.0,796 CC,37 bhp,auto,df_auto,,,,
Mahindra XUV500 W11 Option BSIV,2018.0,1500000.0,60000.0,2179 CC,152.87 bhp,auto,df_auto,,,,
Mahindra XUV500 W11 Option BSIV,2018.0,1500000.0,60000.0,2179 CC,152.87 bhp,auto,df_auto,,,,
Tata Indica GLS BS IV,2007.0,75000.0,100000.0,1193 CC,65.3 bhp,auto,df_auto,,,,
Chevrolet Tavera B1-10 seats BSII,2010.0,280000.0,100000.0,2499 CC,80 bhp,auto,df_auto,,,,
Hyundai i20 Magna 1.2,2015.0,600000.0,35000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Tata Sumo CX,2012.0,250999.0,120000.0,2956 CC,83.8 bhp,auto,df_auto,,,,
Toyota Corolla Altis 1.8 Sport,2010.0,350000.0,80000.0,1794 CC,132 bhp,auto,df_auto,,,,
Renault KWID 1.0 RXT Optional,2016.0,300000.0,34000.0,999 CC,67 bhp,auto,df_auto,,,,
Renault Duster 85PS Diesel RxS,2017.0,819999.0,50000.0,1461 CC,83.8 bhp,auto,df_auto,,,,
Tata Indigo TDI,2010.0,409999.0,100000.0,1405 CC,70 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 Xi ABS,2008.0,275000.0,52000.0,1599 CC,103.2 bhp,auto,df_auto,,,,
Maruti Ertiga VDI,2013.0,497000.0,110000.0,1248 CC,88.76 bhp,auto,df_auto,,,,
Hyundai i20 Asta 1.2,2015.0,500000.0,70000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Mahindra Bolero 2011-2019 Camper,2006.0,170000.0,120000.0,2523 CC,83 bhp,auto,df_auto,,,,
Ford Ecosport 1.5 DV5 MT Trend,2016.0,515000.0,68609.0,1498 CC,89.84 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018.0,925000.0,33360.0,1498 CC,98.59 bhp,auto,df_auto,,,,
Mahindra Marazzo M8,2019.0,1460000.0,5000.0,1497 CC,121 bhp,auto,df_auto,,,,
Isuzu MUX 2WD,2019.0,2700000.0,10000.0,2999 CC,174.57 bhp,auto,df_auto,,,,
Tata Nexon 1.5 Revotorq XZ Plus,2017.0,830000.0,35000.0,1497 CC,108.5 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 Diesel Titanium BSIV,2019.0,975000.0,30000.0,1498 CC,98.96 bhp,auto,df_auto,,,,
Ford Aspire Trend Plus,2018.0,620000.0,15000.0,1194 CC,94.93 bhp,auto,df_auto,,,,
Nissan Kicks XL BSIV,2019.0,860000.0,14317.0,1498 CC,104.55 bhp,auto,df_auto,,,,
Datsun GO T Option BSIV,2018.0,430000.0,5000.0,1198 CC,67 bhp,auto,df_auto,,,,
Honda City i-VTEC CVT ZX,2019.0,1227000.0,5000.0,1497 CC,117.6 bhp,auto,df_auto,,,,
Honda City i VTEC V,2017.0,860000.0,28000.0,1497 CC,117.3 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,950000.0,40000.0,1498 CC,98.96 bhp,auto,df_auto,,,,
Ford Figo Diesel Titanium,2012.0,225000.0,87237.0,1399 CC,68.05 bhp,auto,df_auto,,,,
Chevrolet Captiva LT,2011.0,500000.0,99500.0,1991 CC,147.9 bhp,auto,df_auto,,,,
Ford Figo 1.5D Trend MT,2017.0,500000.0,62960.0,1498 CC,99 bhp,auto,df_auto,,,,
MG Hector Smart DCT,2019.0,1700000.0,16500.0,1451 CC,141 bhp,auto,df_auto,,,,
Maruti Ertiga VDI,2014.0,545000.0,110000.0,1248 CC,88.76 bhp,auto,df_auto,,,,
Maruti Swift VDI,2011.0,400000.0,72000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Swift Dzire LDI,2018.0,650000.0,50000.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 Xi ABS,2008.0,114999.0,55000.0,1599 CC,103.2 bhp,auto,df_auto,,,,
Maruti Baleno Sigma 1.3,2015.0,562000.0,60000.0,1248 CC,74 bhp,auto,df_auto,,,,
Tata Sumo SE,2002.0,96000.0,120000.0,2956 CC,83.1 bhp,auto,df_auto,,,,
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2711000.0,9000.0,1999 CC,177 bhp,auto,df_auto,,,,
Lexus ES 300h,2019.0,5150000.0,20000.0,2487 CC,214.56 bhp,auto,df_auto,,,,
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,1999 CC,177 bhp,auto,df_auto,,,,
Tata Safari Storme EX,2015.0,503000.0,110000.0,2179 CC,147.94 bhp,auto,df_auto,,,,
Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,1969 CC,190 bhp,auto,df_auto,,,,
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,2494 CC,157.7 bhp,auto,df_auto,,,,
Maruti Wagon R LXI,2013.0,225000.0,58343.0,998 CC,67.05 bhp,auto,df_auto,,,,
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,1248 CC,74 bhp,auto,df_auto,,,,
Honda Jazz VX,2016.0,550000.0,56494.0,1199 CC,88.7 bhp,auto,df_auto,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Toyota Etios VX,2017.0,625000.0,25538.0,1496 CC,88.73 bhp,auto,df_auto,,,,
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,1186 CC,73.97 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,1995 CC,190 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,1995 CC,190 bhp,auto,df_auto,,,,
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,1199 CC,88.76 bhp,auto,df_auto,,,,
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,1984 CC,150 bhp,auto,df_auto,,,,
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2711000.0,9000.0,1999 CC,177 bhp,auto,df_auto,,,,
Lexus ES 300h,2019.0,5150000.0,20000.0,2487 CC,214.56 bhp,auto,df_auto,,,,
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,1999 CC,177 bhp,auto,df_auto,,,,
Tata Safari Storme EX,2015.0,503000.0,110000.0,2179 CC,147.94 bhp,auto,df_auto,,,,
Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,1969 CC,190 bhp,auto,df_auto,,,,
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,2494 CC,157.7 bhp,auto,df_auto,,,,
Maruti Wagon R LXI,2013.0,225000.0,58343.0,998 CC,67.05 bhp,auto,df_auto,,,,
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,1248 CC,74 bhp,auto,df_auto,,,,
Honda Jazz VX,2016.0,550000.0,56494.0,1199 CC,88.7 bhp,auto,df_auto,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Toyota Etios VX,2017.0,625000.0,25538.0,1496 CC,88.73 bhp,auto,df_auto,,,,
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,1186 CC,73.97 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,1995 CC,190 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,1995 CC,190 bhp,auto,df_auto,,,,
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,1199 CC,88.76 bhp,auto,df_auto,,,,
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,1984 CC,150 bhp,auto,df_auto,,,,
Mitsubishi Lancer 2.0 LXd,1999.0,155000.0,100000.0,1998 CC,68 bhp,auto,df_auto,,,,
Maruti Swift VDI BSIV,2009.0,210000.0,120000.0,,,auto,df_auto,,,,
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2711000.0,9000.0,1999 CC,177 bhp,auto,df_auto,,,,
Lexus ES 300h,2019.0,5150000.0,20000.0,2487 CC,214.56 bhp,auto,df_auto,,,,
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,1999 CC,177 bhp,auto,df_auto,,,,
Tata Safari Storme EX,2015.0,503000.0,110000.0,2179 CC,147.94 bhp,auto,df_auto,,,,
Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,1969 CC,190 bhp,auto,df_auto,,,,
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,2494 CC,157.7 bhp,auto,df_auto,,,,
Maruti Wagon R LXI,2013.0,225000.0,58343.0,998 CC,67.05 bhp,auto,df_auto,,,,
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,1248 CC,74 bhp,auto,df_auto,,,,
Honda Jazz VX,2016.0,550000.0,56494.0,1199 CC,88.7 bhp,auto,df_auto,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Toyota Etios VX,2017.0,625000.0,25538.0,1496 CC,88.73 bhp,auto,df_auto,,,,
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,1186 CC,73.97 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,1995 CC,190 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,1995 CC,190 bhp,auto,df_auto,,,,
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,1199 CC,88.76 bhp,auto,df_auto,,,,
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,1984 CC,150 bhp,auto,df_auto,,,,
Ford Fiesta 1.5 TDCi Titanium,2015.0,590000.0,80000.0,1498 CC,89.75 bhp,auto,df_auto,,,,
Hyundai Xcent 1.1 CRDi S,2016.0,350000.0,120000.0,1120 CC,71 bhp,auto,df_auto,,,,
Maruti Ignis 1.2 Zeta BSIV,2017.0,484999.0,30000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Tata Indica Vista TDI LS,2015.0,240000.0,110000.0,1405 CC,70 bhp,auto,df_auto,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008.0,500000.0,219000.0,2494 CC,102 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI,2017.0,300000.0,80000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Maruti Ciaz RS ZDi Plus SHVS,2016.0,750000.0,80000.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Maruti Swift Dzire VXI,2016.0,574000.0,35000.0,1197 CC,83.14 bhp,auto,df_auto,,,,
Tata Indica Vista Quadrajet 90 VX,2013.0,200000.0,167000.0,1248 CC,88.8 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 CRDi SX Option,2016.0,1100000.0,94000.0,1582 CC,126.2 bhp,auto,df_auto,,,,
Hyundai Santro Xing GL Plus,2012.0,350000.0,80000.0,1086 CC,62.1 bhp,auto,df_auto,,,,
Maruti 800 DX,1998.0,70000.0,100000.0,796 CC,37 bhp,auto,df_auto,,,,
Ford Ikon 1.3 Flair,2005.0,120000.0,90000.0,1299 CC,70 bhp,auto,df_auto,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2012.0,700000.0,246000.0,2494 CC,100 bhp,auto,df_auto,,,,
Maruti Baleno Sigma 1.2,2019.0,500000.0,10000.0,1197 CC,83.1 bhp,auto,df_auto,,,,
Tata Indigo CS LS (TDI) BS-III,2016.0,370000.0,90000.0,1405 CC,69.01 bhp,auto,df_auto,,,,
Tata Tigor 2017-2020 XZ Plus,2019.0,600000.0,5200.0,1199 CC,83.81 bhp,auto,df_auto,,,,
Maruti Zen LX - BS III,2006.0,100000.0,120000.0,993 CC,60 bhp,auto,df_auto,,,,
Maruti Swift VDI,2013.0,409999.0,90000.0,1248 CC,74 bhp,auto,df_auto,,,,
Honda City i VTEC CVT SV,2016.0,750000.0,50000.0,1497 CC,117.3 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 Kappa Asta,2017.0,600000.0,5000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Mahindra KUV 100 G80 K8 Dual Tone,2018.0,550000.0,10500.0,1198 CC,82 bhp,auto,df_auto,,,,
Renault Duster 110PS Diesel RxZ,2018.0,950000.0,26000.0,1461 CC,108.45 bhp,auto,df_auto,,,,
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014.0,645000.0,139000.0,2179 CC,120 bhp,auto,df_auto,,,,
Mahindra XUV500 W8 2WD,2014.0,750000.0,60000.0,2179 CC,140 bhp,auto,df_auto,,,,
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,2006.0,650000.0,40000.0,1796 CC,178 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015.0,800000.0,25000.0,1499 CC,110.4 bhp,auto,df_auto,,,,
Toyota Corolla Altis 1.8 J,2010.0,350000.0,60000.0,1798 CC,138 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015.0,700000.0,25000.0,1499 CC,110.4 bhp,auto,df_auto,,,,
Maruti Swift Dzire ZXi,2011.0,335000.0,15000.0,1298 CC,85.8 bhp,auto,df_auto,,,,
Maruti Swift Dzire LDi,2012.0,270000.0,110000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Hyundai Santro GLS I - Euro II,2001.0,52000.0,70000.0,,,auto,df_auto,,,,
Maruti Swift Dzire ZDi,2010.0,320000.0,100000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Hyundai Santro Xing XS,2007.0,120000.0,120000.0,1086 CC,63 bhp,auto,df_auto,,,,
Audi A4 1.8 TFSI,2010.0,730000.0,55000.0,1781 CC,163.2 bhp,auto,df_auto,,,,
Maruti SX4 Vxi BSIII,2007.0,125000.0,120000.0,1586 CC,104.68 bhp,auto,df_auto,,,,
Maruti Zen Estilo 1.1 LXI BSIII,2007.0,150000.0,35000.0,1061 CC,64 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI,2018.0,310000.0,13000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2015.0,625000.0,50000.0,1248 CC,74 bhp,auto,df_auto,,,,
Hyundai i10 Magna,2012.0,267000.0,40000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Hyundai i20 Active 1.2 SX Dual Tone,2016.0,600000.0,25000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Maruti Eeco 7 Seater Standard BSIV,2011.0,180000.0,110000.0,1196 CC,73 bhp,auto,df_auto,,,,
Toyota Glanza G Smart Hybrid,2019.0,700000.0,5000.0,1197 CC,88.50 bhp,auto,df_auto,,,,
Maruti 800 AC,2013.0,121000.0,50000.0,796 CC,37 bhp,auto,df_auto,,,,
Hyundai Grand i10 Asta,2014.0,350000.0,80000.0,1197 CC,82 bhp,auto,df_auto,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2012.0,869999.0,225000.0,2494 CC,100 bhp,auto,df_auto,,,,
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017.0,2711000.0,9000.0,1999 CC,177 bhp,auto,df_auto,,,,
Lexus ES 300h,2019.0,5150000.0,20000.0,2487 CC,214.56 bhp,auto,df_auto,,,,
Jaguar XF 2.0 Diesel Portfolio,2017.0,3200000.0,45000.0,1999 CC,177 bhp,auto,df_auto,,,,
Tata Safari Storme EX,2015.0,503000.0,110000.0,2179 CC,147.94 bhp,auto,df_auto,,,,
Volvo XC40 D4 Inscription BSIV,2019.0,3800000.0,20000.0,1969 CC,190 bhp,auto,df_auto,,,,
Toyota Camry 2.5 Hybrid,2016.0,2000000.0,68089.0,2494 CC,157.7 bhp,auto,df_auto,,,,
Maruti Wagon R LXI,2013.0,225000.0,58343.0,998 CC,67.05 bhp,auto,df_auto,,,,
Maruti Baleno Alpha 1.3,2018.0,740000.0,38817.0,1248 CC,74 bhp,auto,df_auto,,,,
Honda Jazz VX,2016.0,550000.0,56494.0,1199 CC,88.7 bhp,auto,df_auto,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013.0,750000.0,79328.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Maruti Swift AMT VVT VXI,2019.0,650000.0,5621.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Toyota Etios VX,2017.0,625000.0,25538.0,1496 CC,88.73 bhp,auto,df_auto,,,,
Maruti Swift AMT ZXI,2018.0,600000.0,69779.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 CRDi Sportz,2017.0,450000.0,56290.0,1186 CC,73.97 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5400000.0,7500.0,1995 CC,190 bhp,auto,df_auto,,,,
BMW X4 M Sport X xDrive20d,2019.0,5500000.0,8500.0,1995 CC,190 bhp,auto,df_auto,,,,
Honda Amaze V CVT Petrol BSIV,2019.0,779000.0,7032.0,1199 CC,88.76 bhp,auto,df_auto,,,,
Skoda Rapid 1.6 MPI AT Elegance,2016.0,645000.0,11000.0,1598 CC,103.5 bhp,auto,df_auto,,,,
Volvo V40 D3 R-Design,2018.0,2475000.0,2000.0,1984 CC,150 bhp,auto,df_auto,,,,
Maruti Wagon R LX BSIII,2008.0,80000.0,100000.0,1061 CC,64 bhp,auto,df_auto,,,,
Hyundai i10 Era 1.1,2008.0,120000.0,93331.0,1086 CC,68.05 bhp,auto,df_auto,,,,
Mahindra Scorpio M2DI,2012.0,370000.0,120000.0,2179 CC,115 bhp,auto,df_auto,,,,
Nissan Terrano XL 110 PS,2015.0,750000.0,70000.0,1461 CC,108.5 bhp,auto,df_auto,,,,
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015.0,484999.0,100000.0,2523 CC,63 bhp,auto,df_auto,,,,
Hyundai Accent CRDi,2006.0,120000.0,90000.0,1493 CC,82 bhp,auto,df_auto,,,,
Honda City i VTEC V,2017.0,860000.0,28000.0,1497 CC,117.3 bhp,auto,df_auto,,,,
Maruti Swift Dzire LDI,2018.0,650000.0,50000.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Maruti Ertiga ZDI,2014.0,650000.0,90000.0,1248 CC,88.8 bhp,auto,df_auto,,,,
Hyundai Verna 1.4 CRDi,2016.0,710000.0,40000.0,1396 CC,88.7 bhp,auto,df_auto,,,,
Ford Figo 1.5D Base MT,2017.0,430000.0,113000.0,1498 CC,99 bhp,auto,df_auto,,,,
Maruti Swift Vdi BSIII,2011.0,305000.0,188000.0,1248 CC,75 bhp,auto,df_auto,,,,
Ford Figo Diesel Titanium,2011.0,220000.0,100000.0,1399 CC,68 bhp,auto,df_auto,,,,
Tata Sumo MKII Turbo 2.0 LX,2010.0,150000.0,225000.0,1948 CC,90 bhp,auto,df_auto,,,,
Mahindra TUV 300 mHAWK100 T8,2017.0,660000.0,67000.0,1493 CC,100 bhp,auto,df_auto,,,,
Chevrolet Beat Diesel LT Option,2011.0,140000.0,70000.0,936 CC,57.6 bhp,auto,df_auto,,,,
Toyota Corolla Altis JS MT,2015.0,1100000.0,50000.0,1798 CC,138.03 bhp,auto,df_auto,,,,
Jaguar XF 2.2 Litre Luxury,2013.0,2450000.0,60000.0,2179 CC,187.7 bhp,auto,df_auto,,,,
Volkswagen Ameo 1.5 TDI Comfortline AT,2017.0,625000.0,34000.0,1498 CC,108.495 bhp,auto,df_auto,,,,
Honda City 1.5 GXI,2004.0,198000.0,110000.0,1493 CC,100 bhp,auto,df_auto,,,,
Hyundai Santro GS zipPlus,2001.0,60000.0,71000.0,,,auto,df_auto,,,,
Maruti Wagon R LXI,2005.0,130000.0,140000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Honda City Corporate Edition,2012.0,540000.0,100000.0,1497 CC,116.3 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 Kappa Sportz AT,2017.0,550000.0,10000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Maruti Celerio ZXI Optional,2018.0,475000.0,30000.0,998 CC,67.04 bhp,auto,df_auto,,,,
Toyota Fortuner 2.8 4WD AT BSIV,2016.0,3100000.0,90000.0,2755 CC,174.5 bhp,auto,df_auto,,,,
Maruti Ritz VDi,2010.0,217000.0,120000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Hyundai Santro LE,2002.0,35000.0,184000.0,,,auto,df_auto,,,,
Maruti Swift Dzire AMT ZXI Plus,2019.0,750000.0,6500.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Maruti Gypsy King ST BSIII,2010.0,350000.0,80000.0,1298 CC,80 bhp,auto,df_auto,,,,
Mahindra Scorpio VLS 2.2 mHawk,2008.0,400000.0,100000.0,2179 CC,120 bhp,auto,df_auto,,,,
Toyota Etios VD,2015.0,570000.0,120000.0,1364 CC,67.05 bhp,auto,df_auto,,,,
Hyundai EON Era Plus,2012.0,180000.0,120000.0,814 CC,55.2 bhp,auto,df_auto,,,,
Opel Astra 1.6,1998.0,68000.0,110000.0,1598 CC,77 bhp,auto,df_auto,,,,
Skoda Octavia Classic 1.9 TDI MT,2006.0,280000.0,150000.0,1896 CC,66 bhp,auto,df_auto,,,,
Tata Indigo LS,2005.0,90000.0,120000.0,1405 CC,70 bhp,auto,df_auto,,,,
Mercedes-Benz M-Class ML 250 CDI,2015.0,2600000.0,100000.0,2143 CC,203.2 bhp,auto,df_auto,,,,
Tata Sumo Gold EX,2018.0,700000.0,63000.0,2956 CC,83.83 bhp,auto,df_auto,,,,
Mercedes-Benz GLA Class 200 CDI,2016.0,1850000.0,40000.0,2143 CC,136 bhp,auto,df_auto,,,,
Ford Ecosport 1.5 DV5 MT Titanium,2015.0,685000.0,109000.0,1498 CC,89.84 bhp,auto,df_auto,,,,
